1,06350,371946,0,1,0,4242019,-1,-1,-1,0,0.0,0,0,0,0,0,0,14633.25,0,0,0,0
1,06350,371946,0,1,0,4112019,-1,-1,-1,0,0.0,0,0,0,0,0,0,28.45,0,0,0,0
2,03570,11191964,1,2,2,11301978,-1,-1,-1,0,0.0,1,0,1,0,0,0,27184.0,0,0,0,0
1,06350,371946,0,1,0,4112019,-1,-1,-1,0,0.0,0,0,0,0,0,0,28.45,0,0,0,0
1,06350,371946,0,1,0,4112019,-1,-1,-1,0,0.0,0,0,0,0,0,0,28.45,0,0,0,0
1,06350,371946,0,1,0,4112019,-1,-1,-1,0,0.0,0,0,0,0,0,0,33.83,0,0,0,0
2,-1,10111994,30,1,0,10241994,-1,-1,-1,0,0.0,0,0,0,0,0,0,21608.9,0,0,0,0
1,11800,5261989,0,2,0,492019,-1,-1,-1,0,0.0,0,0,0,0,0,0,4.06,0,0,0,0
1,11800,5261989,0,1,0,492019,-1,-1,-1,0,0.0,0,0,0,0,0,0,9318.99,0,0,0,0
2,11590,211977,2,1,0,2241989,-1,-1,-1,0,0.0,0,0,0,0,0,0,10386.79,0,0,0,0
2,06090,3251965,3,1,0,6101994,-1,-1,-1,0,0.0,0,0,0,0,0,0,12144.63,0,0,0,0
1,11800,5261989,0,1,0,492019,-1,-1,-1,0,0.0,0,0,0,0,0,0,7189.96,0,0,0,0
1,11800,5261989,0,2,0,492019,-1,-1,-1,0,0.0,0,0,0,0,0,0,4.06,0,0,0,0
1,11800,5261989,0,2,0,492019,-1,-1,-1,0,0.0,0,0,0,0,0,0,4.06,0,0,0,0
2,54080,471987,1,1,0,121990,-1,-1,-1,0,0.0,0,0,0,0,0,0,171.5,0,0,0,0
2,11000,6131969,4,1,1,1311984,-1,-1,-1,0,0.0,0,0,1,0,0,0,752546.54,0,0,0,0
2,53550,491980,2,1,0,8121981,-1,-1,-1,0,0.0,1,0,1,0,0,0,193040.06,0,0,0,0
1,11800,5261989,0,2,0,492019,-1,-1,-1,0,0.0,0,0,0,0,0,0,4.06,0,0,0,0
1,06350,371946,0,1,0,492019,-1,-1,-1,0,0.0,0,0,0,0,0,0,90032.5,0,0,0,0
1,06350,371946,0,1,0,492019,-1,-1,-1,0,0.0,0,0,0,0,0,0,82622.07,0,0,0,0
1,06350,371946,0,1,0,452019,-1,-1,-1,0,0.0,0,0,0,0,0,0,25358.59,0,0,0,0
1,06350,371946,0,1,0,452019,-1,-1,-1,0,0.0,0,0,0,0,0,0,62735.8,0,0,0,0
2,11560,311963,5,1,0,2151990,-1,-1,-1,0,0.0,0,0,1,0,0,0,16192.67,0,0,0,0
2,09860,8271969,6,1,0,7251989,-1,-1,-1,0,0.0,0,0,0,0,0,0,28152.46,0,0,0,0
2,05349,9181992,1,1,1,1281993,-1,-1,-1,0,0.0,0,0,1,0,0,0,12392.48,0,0,0,0
2,06010,4211986,3,1,0,311988,-1,-1,-1,0,0.0,1,0,1,0,0,0,202641.99,0,0,0,0
1,06350,371946,0,1,0,452019,-1,-1,-1,0,0.0,0,0,0,0,0,0,44014.81,0,0,0,0
1,08200,812014,0,1,0,412019,-1,-1,-1,0,0.0,0,0,0,0,0,0,147017.37,0,0,0,0
2,06800,11191965,7,2,3,3121990,-1,-1,-1,0,0.0,1,1,1,0,0,0,2877179.51,0,0,0,0
1,08200,812014,0,2,4,412019,-1,-1,-1,0,0.0,0,0,0,0,0,0,917610.32,0,0,0,0
2,54070,4301971,8,1,0,651986,-1,-1,-1,0,0.0,0,0,0,0,0,0,6181.35,0,0,0,0
2,11000,1261983,5,1,0,891989,-1,-1,-1,0,0.0,0,0,0,0,0,0,59213.42,0,0,0,0
1,11010,891957,0,1,0,8101970,-1,-1,-1,0,0.0,0,0,0,0,0,0,245841.89,4,0,0,0
1,08200,812014,0,2,0,412019,-1,-1,-1,0,0.0,0,0,0,0,0,0,5672484.02,1,0,0,0
2,-1,10111994,30,1,0,10261994,-1,-1,-1,0,0.0,0,0,0,0,0,0,19941.23,0,0,0,0
2,03100,10111994,30,1,0,10101994,-1,-1,-1,0,0.0,0,0,0,0,0,0,30386.57,0,0,0,0
2,03720,6141980,2,2,2,651990,-1,-1,-1,0,0.0,1,0,1,0,0,0,91052.12,0,0,0,0
1,08200,812014,0,1,0,3292019,-1,-1,-1,0,0.0,0,0,0,0,0,0,3.93,0,0,0,0
2,03100,661977,30,1,0,12101993,-1,-1,-1,0,0.0,0,0,0,0,0,0,247.21,0,0,0,0
2,06470,9111980,5,2,0,681990,-1,-1,-1,0,0.0,0,0,1,0,0,0,33808.87,0,0,0,0
